,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
933,7596_02,Europa,True,C/283/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,,True
934,6725_01,Europa,False,C/214/P,TRAPPIST-1e,32.0,False,0.0,390.0,60.0,5015.0,211.0,Caphira Cratrave,False
935,4113_01,Europa,True,B/129/P,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Taraid Bradiary,True
936,0502_01,Mars,False,,TRAPPIST-1e,22.0,False,10.0,0.0,817.0,471.0,0.0,Pigars Swell,False
937,3063_02,Earth,True,G/499/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Joana Daughttley,True
938,8260_02,Earth,False,G/1334/S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Stancy Dunnisey,True
939,2453_01,Mars,True,E/147/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Ter Teake,True
940,2234_03,Mars,False,E/134/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Apench Flité,False
941,2503_02,Mars,False,F/516/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Eet Shrie,True
942,5903_01,Earth,False,E/376/P,TRAPPIST-1e,34.0,False,223.0,0.0,13.0,514.0,41.0,Vivia Doughan,False
943,5291_01,Earth,False,G/854/P,55 Cancri e,27.0,False,3905.0,7.0,0.0,4.0,53.0,Luisy Gaington,False
944,5320_01,Europa,True,E/330/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Errima Callower,True
945,7360_01,Earth,True,G/1194/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Chery Joycerton,True
946,6583_02,Europa,False,B/254/S,55 Cancri e,53.0,False,0.0,2606.0,0.0,1170.0,0.0,Zinon Asivetfuel,True
947,6971_05,Europa,False,C/225/P,55 Cancri e,28.0,False,0.0,4173.0,0.0,33.0,420.0,Schird Pretive,True
948,2756_01,Mars,False,F/572/P,55 Cancri e,23.0,False,253.0,0.0,0.0,888.0,0.0,Guink Corte,False
949,5705_01,Earth,True,G/925/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Letty Chanan,True
950,1306_02,Europa,False,B/56/S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,Alsham Irintious,True
951,3468_01,Earth,True,G/562/S,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Rivanseney,True
952,2564_01,Europa,False,E/179/S,TRAPPIST-1e,42.0,False,2.0,3024.0,0.0,89.0,10.0,Acceleb Unrent,True
953,9275_01,Europa,False,A/97/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Polaton Conable,True
954,3360_01,Europa,False,A/30/P,TRAPPIST-1e,52.0,True,0.0,1429.0,0.0,1371.0,488.0,Izares Brailidy,True
955,8129_01,Earth,True,,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Eline Casonston,True
956,0403_01,Mars,False,D/13/P,TRAPPIST-1e,43.0,True,353.0,896.0,0.0,0.0,2.0,Push Wate,True
957,6449_02,Mars,False,F/1231/S,TRAPPIST-1e,36.0,False,636.0,0.0,168.0,1795.0,0.0,Squars Empie,False
958,7872_06,Earth,False,G/1267/P,PSO J318.5-22,7.0,False,0.0,0.0,0.0,0.0,0.0,Herita Wardendez,True
959,1463_01,Earth,False,F/282/S,PSO J318.5-22,23.0,False,200.0,414.0,73.0,1.0,1.0,,False
960,3777_01,Europa,True,B/147/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Mareson Clunic,True
961,5526_01,Earth,False,F/1061/S,TRAPPIST-1e,23.0,False,0.0,0.0,4.0,145.0,,Kaye Stroyledgez,False
962,5330_01,Earth,False,F/1094/P,TRAPPIST-1e,20.0,False,0.0,0.0,708.0,101.0,0.0,Race Oconley,True
963,6211_01,Mars,False,D/193/P,TRAPPIST-1e,19.0,False,2006.0,0.0,,0.0,0.0,Mondax Botie,True
964,5693_01,Earth,False,F/1087/S,TRAPPIST-1e,45.0,False,0.0,0.0,2332.0,84.0,0.0,Hellia Blacks,True
965,7461_01,Europa,True,D/223/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Zavior Plaricit,True
966,3010_01,Europa,False,B/96/P,TRAPPIST-1e,48.0,False,0.0,8403.0,0.0,7627.0,83.0,Kraban Praugnox,False
967,8906_01,Earth,False,F/1723/S,55 Cancri e,19.0,False,720.0,2.0,,,0.0,Rena Gainney,False
968,2807_03,Earth,True,G/452/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Wenten Monrad,True
969,0650_01,Earth,True,G/95/S,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Eulah Hammonton,True
970,5008_01,Mars,True,F/952/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Apies Prity,True
971,8605_04,Europa,False,C/324/S,TRAPPIST-1e,26.0,False,0.0,226.0,0.0,436.0,4051.0,Aldibah Netshaless,False
972,1292_02,Europa,False,B/55/S,TRAPPIST-1e,43.0,False,105.0,368.0,268.0,842.0,13.0,Izarino Conale,True
973,0714_06,Earth,True,G/109/P,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Man Rilley,True
974,4176_07,Mars,False,F/859/P,55 Cancri e,24.0,False,612.0,326.0,46.0,87.0,0.0,Wille Fla,True
975,6976_01,Earth,False,G/1127/P,TRAPPIST-1e,21.0,False,27.0,,782.0,0.0,0.0,Annya Talls,True
976,0243_01,Earth,True,G/37/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Lilace Cartyernan,False
977,1173_01,Earth,False,G/182/S,PSO J318.5-22,24.0,,96.0,592.0,12.0,0.0,0.0,Ryany Gallandez,True
978,7371_01,Earth,True,G/1185/P,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Dandra Reyersendry,True
979,3408_01,Earth,True,G/547/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Jeron Flynner,True
980,1979_01,Earth,False,F/376/S,TRAPPIST-1e,26.0,False,401.0,0.0,693.0,62.0,0.0,Delley Moodson,False
981,7622_01,Earth,False,G/1237/S,TRAPPIST-1e,31.0,False,0.0,0.0,185.0,584.0,0.0,Jona Noeley,False
982,4486_01,Earth,True,G/733/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Janne Mccarry,True
983,5898_01,Earth,True,G/958/S,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Lolas Dickley,True
984,4592_01,Mars,False,F/862/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Crunch Carté,True
985,6932_01,Earth,False,G/1130/S,TRAPPIST-1e,20.0,False,559.0,0.0,83.0,112.0,0.0,Shaele Ewiseston,True
986,3282_03,Europa,False,B/120/S,TRAPPIST-1e,43.0,False,0.0,1440.0,0.0,85.0,150.0,Sheratz Prighty,True
987,0589_01,Earth,False,E/35/P,TRAPPIST-1e,23.0,False,234.0,1.0,551.0,0.0,1.0,Maya Hardley,False
988,0781_01,Earth,False,G/118/S,PSO J318.5-22,21.0,False,14.0,33.0,0.0,3.0,467.0,Diandy Valexandez,False
989,5137_01,,False,G/839/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Milyn Llobsoney,True
990,1669_01,Mars,False,F/317/S,TRAPPIST-1e,31.0,False,2436.0,0.0,147.0,16.0,0.0,Flams Spane,False
991,1491_03,Earth,False,G/240/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,,True
992,0466_01,Earth,False,F/101/P,TRAPPIST-1e,36.0,False,0.0,0.0,863.0,1.0,1.0,Aude Beachez,False
993,7848_01,Mars,,,TRAPPIST-1e,29.0,False,1052.0,0.0,635.0,0.0,0.0,Neypus Pine,False
994,8940_01,Earth,False,E/587/S,TRAPPIST-1e,24.0,False,771.0,0.0,22.0,0.0,0.0,,False
995,0789_03,Europa,True,A/8/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Zaninon Frolestty,True
996,1018_01,Earth,True,G/150/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Elaney Webstephrey,True
997,5651_01,Earth,False,G/915/S,PSO J318.5-22,26.0,False,807.0,0.0,0.0,0.0,40.0,Kentha Franton,True
998,9227_03,Earth,True,G/1498/P,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Paulas Hinglendez,True
999,9094_01,Earth,True,G/1465/S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Aleen Hayertez,False
1000,7120_01,Earth,False,F/1363/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,1201.0,Joandy Rutler,False
1001,1510_01,Mars,False,F/291/S,TRAPPIST-1e,31.0,False,1226.0,0.0,1.0,0.0,0.0,Yakers Swin,False
1002,3938_02,Mars,True,F/743/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Dies Flité,True
1003,1383_01,Europa,True,D/49/S,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,Rasatik Resendent,True
1004,4535_02,Earth,False,G/742/P,TRAPPIST-1e,20.0,False,25.0,0.0,796.0,44.0,44.0,Jerrye Cardners,False
1005,4575_01,Earth,,F/941/P,TRAPPIST-1e,21.0,False,3.0,65.0,253.0,475.0,0.0,Kris Solon,False
1006,3650_01,Earth,True,G/596/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Darrie Keithunts,True
1007,1280_01,Earth,False,F/257/P,PSO J318.5-22,44.0,False,0.0,178.0,482.0,0.0,0.0,Antone Leton,True
1008,9030_01,Earth,False,F/1847/P,TRAPPIST-1e,28.0,False,1954.0,43.0,0.0,0.0,7.0,Hery Ericksonga,False
1009,3338_01,Earth,True,G/546/P,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,Melvia Pentss,True
1010,3439_04,Europa,False,B/130/S,TRAPPIST-1e,39.0,False,0.0,2.0,0.0,909.0,3291.0,Cheddin Modent,False
1011,0064_02,,True,E/3/S,TRAPPIST-1e,33.0,False,0.0,0.0,,0.0,0.0,Colatz Keen,True
1012,6402_03,Earth,True,G/1032/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Paulah Knoxonway,True
1013,8448_01,Europa,True,B/278/P,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,,Phernar Haftical,True
1014,3775_02,Mars,True,F/712/S,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,,Colax Killé,True
1015,8919_01,Europa,False,C/331/S,TRAPPIST-1e,27.0,False,0.0,2481.0,0.0,3657.0,93.0,Zedark Crantiale,False
1016,6471_01,Earth,False,G/1050/S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Adria Cardners,True
1017,4076_01,Earth,False,E/250/P,TRAPPIST-1e,23.0,False,1616.0,0.0,1.0,0.0,2.0,Lonnez Guezaley,False
1018,2950_01,Earth,False,F/617/P,TRAPPIST-1e,20.0,False,310.0,0.0,374.0,0.0,5.0,Lawren Fielsenders,False
1019,6492_01,Earth,True,G/1055/S,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,Dawne Bushallert,True
1020,3927_02,Europa,False,C/142/S,55 Cancri e,42.0,False,0.0,1249.0,0.0,1313.0,1148.0,Alar Tionstious,True
1021,7815_01,Earth,False,F/1496/S,PSO J318.5-22,27.0,False,0.0,605.0,0.0,0.0,0.0,Jaye Daviddley,True
1022,0712_02,Mars,,F/150/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Crans Apeau,True
1023,3525_01,Mars,True,F/727/P,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Honda Shrie,True
1024,6544_01,Europa,False,C/243/S,TRAPPIST-1e,37.0,False,0.0,4616.0,339.0,2008.0,175.0,Taura Pumpeshaft,True
1025,3248_01,Earth,False,G/526/P,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,Rice Baldens,False
1026,6667_01,Europa,True,C/248/S,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Avijava Cisorter,True
1027,6764_01,Mars,False,F/1294/S,TRAPPIST-1e,32.0,False,2937.0,60.0,696.0,0.0,0.0,Single Rake,False
1028,9165_01,Earth,False,F/1771/S,TRAPPIST-1e,23.0,False,9.0,2.0,1.0,0.0,727.0,Leria Cofferson,False
1029,7257_02,Earth,False,E/467/P,TRAPPIST-1e,,False,0.0,1.0,12.0,0.0,779.0,Gretty Gardsondez,False
1030,7014_01,Europa,False,C/257/S,55 Cancri e,25.0,False,0.0,3512.0,20.0,24.0,1459.0,Edar Speery,True
1031,7952_01,Mars,False,F/1523/S,,62.0,False,100.0,0.0,38.0,1211.0,0.0,Yots Sueke,False
1032,2589_03,Europa,False,C/91/P,TRAPPIST-1e,26.0,False,0.0,8150.0,0.0,3508.0,99.0,,False
1033,4874_02,Mars,True,F/925/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Cruses Cusa,True
1034,4803_01,Earth,False,F/977/P,TRAPPIST-1e,55.0,False,1028.0,18.0,0.0,0.0,0.0,Evaned Foxter,False
1035,5006_02,Europa,True,B/166/P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Alyat Stingive,True
1036,9225_01,Earth,False,F/1787/S,TRAPPIST-1e,45.0,False,1.0,197.0,0.0,660.0,15.0,Lynnon Meyersones,False
1037,9157_02,Earth,True,G/1476/S,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Ivanna Donson,True
1038,2700_01,Earth,False,F/520/S,TRAPPIST-1e,24.0,False,45.0,138.0,1.0,0.0,530.0,Daven Perkings,False
1039,3815_01,Earth,False,F/787/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,724.0,80.0,Tarah Patteraley,False
1040,0392_01,Earth,False,E/24/P,TRAPPIST-1e,48.0,False,0.0,111.0,0.0,1508.0,0.0,Ward Carreralend,False
1041,2739_01,Earth,True,G/442/P,PSO J318.5-22,38.0,False,0.0,0.0,0.0,,0.0,Heryle Daughessey,True
1042,7650_04,Earth,False,F/1461/S,TRAPPIST-1e,18.0,False,711.0,12.0,0.0,83.0,0.0,Royce Potters,True
1043,8811_01,Earth,False,E/577/S,PSO J318.5-22,63.0,False,0.0,0.0,80.0,0.0,2322.0,Karley Goods,False
1044,7152_02,Earth,True,G/1167/S,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,Royce Domington,True
1045,3853_01,Earth,False,F/725/S,PSO J318.5-22,18.0,False,16.0,6.0,735.0,0.0,0.0,Jeane Herreras,True
1046,5133_06,Earth,True,G/829/P,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Shanya Josey,True
1047,5679_03,Earth,True,G/920/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Jennya Casonston,True
1048,5414_02,Earth,False,G/872/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Bryany Buckentry,False
1049,8824_01,Earth,False,F/1819/P,TRAPPIST-1e,29.0,False,128.0,0.0,130.0,132.0,473.0,Ruthy Whiters,False
1050,2913_01,Mars,False,F/603/P,TRAPPIST-1e,49.0,False,21.0,25.0,1509.0,0.0,1042.0,Pefox Sau,False
1051,7097_01,Europa,False,A/75/P,55 Cancri e,27.0,False,0.0,44.0,4761.0,5.0,41.0,Altanin Dedometeel,True
1052,6182_01,Earth,True,G/1002/P,TRAPPIST-1e,30.0,False,0.0,,0.0,0.0,0.0,Jillie Whitledges,False
1053,7393_01,Earth,False,E/478/P,,40.0,False,0.0,0.0,0.0,7.0,782.0,Coracy Barks,False
1054,4005_08,Earth,True,G/657/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,,False
1055,4946_01,Earth,True,G/799/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Helley Kiddley,False
1056,1669_03,Mars,False,F/317/S,55 Cancri e,21.0,False,1481.0,0.0,881.0,0.0,0.0,Pokix Perte,False
1057,5647_01,Europa,True,C/178/P,TRAPPIST-1e,35.0,False,0.0,,0.0,0.0,,Dyonevi Matoltuble,True
1058,4333_01,Europa,False,B/141/P,55 Cancri e,28.0,False,0.0,3345.0,0.0,2143.0,27.0,Sadach Excionging,False
1059,2905_01,Earth,False,G/462/S,55 Cancri e,24.0,False,489.0,0.0,,0.0,0.0,Lloyde Parsoney,False
1060,0776_01,Earth,False,F/161/P,TRAPPIST-1e,19.0,False,0.0,2.0,1399.0,0.0,18.0,Breney Roycentes,True
1061,4550_01,Earth,False,F/853/S,TRAPPIST-1e,28.0,False,0.0,180.0,516.0,,,Ebonyd Sotond,True
1062,8076_02,Europa,False,C/263/P,55 Cancri e,29.0,False,2686.0,0.0,0.0,2854.0,2553.0,Achbah Emetillove,False
1063,2591_02,Earth,False,G/413/S,TRAPPIST-1e,23.0,False,0.0,121.0,0.0,568.0,128.0,Breney Coolerson,False
1064,2182_01,Europa,False,B/64/P,TRAPPIST-1e,31.0,False,46.0,1935.0,0.0,995.0,1254.0,Unukath Tiouserful,False
1065,8704_02,Mars,False,D/264/S,,29.0,False,2239.0,0.0,146.0,0.0,0.0,Cappe Facke,False
1066,8313_01,Earth,False,G/1341/S,TRAPPIST-1e,30.0,False,467.0,0.0,0.0,0.0,287.0,Sallie Gainney,False
1067,6099_01,Earth,True,G/992/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Elara Jarvey,True
1068,0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True
1069,4944_03,Europa,False,A/60/S,TRAPPIST-1e,56.0,False,153.0,1750.0,0.0,334.0,1539.0,Luxonon Ainserfle,False
1070,7624_01,Europa,True,C/284/S,PSO J318.5-22,50.0,False,0.0,0.0,0.0,0.0,0.0,Gieba Emetillove,True
1071,7583_01,Mars,False,F/1574/P,TRAPPIST-1e,36.0,False,32.0,355.0,1826.0,9.0,0.0,Pebuts Pert,True
1072,8394_01,Europa,False,B/276/P,55 Cancri e,33.0,True,9.0,1365.0,0.0,5577.0,1483.0,Rasalm Foller,False
1073,6921_05,Europa,True,C/255/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Arrain Fordulgaug,True
1074,1113_01,Earth,False,E/78/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,719.0,Stevey Fielsenders,True
1075,8147_04,Earth,False,G/1317/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Cline Pittler,True
1076,6191_03,Europa,True,A/59/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Taurah Ametic,True
1077,3405_01,Earth,True,G/546/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Mathy Bakerson,False
1078,7074_01,Earth,True,G/1162/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Leria Denashipson,True
1079,7367_01,Mars,False,D/234/P,TRAPPIST-1e,21.0,False,2611.0,0.0,103.0,4.0,0.0,Lidex Letty,False
1080,3924_01,Earth,False,E/263/S,55 Cancri e,19.0,False,0.0,47.0,0.0,263.0,384.0,Nance Reenon,True
1081,1348_01,Europa,False,B/57/S,TRAPPIST-1e,22.0,False,0.0,1531.0,0.0,369.0,2969.0,Batan Balightal,False
1082,6238_01,Mars,True,F/1196/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Chios Mity,True
1083,3664_01,Mars,True,F/691/S,TRAPPIST-1e,30.0,False,0.0,,0.0,0.0,0.0,Colax Forne,True
1084,8376_01,Mars,True,F/1607/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Gamuls Rapie,True
1085,4657_01,Earth,False,G/756/P,TRAPPIST-1e,17.0,False,372.0,0.0,477.0,0.0,0.0,Prilly Jacostarks,False
1086,1387_01,Mars,False,E/85/P,TRAPPIST-1e,31.0,False,1088.0,0.0,280.0,0.0,0.0,Trise Hacle,False
1087,0550_01,Earth,False,F/99/S,TRAPPIST-1e,23.0,False,13.0,12.0,0.0,762.0,0.0,Maen Cleminglas,True
1088,1783_02,Earth,True,G/281/S,PSO J318.5-22,21.0,False,0.0,0.0,0.0,,0.0,Francy Garnettiz,False
1089,0955_01,Earth,True,G/145/S,55 Cancri e,17.0,False,,0.0,0.0,0.0,0.0,Glena Smalloney,False
1090,0289_01,Europa,True,C/12/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Furuson Objeciane,True
1091,4256_04,Earth,False,F/880/P,TRAPPIST-1e,19.0,False,571.0,0.0,0.0,97.0,813.0,Bra Garnes,True
1092,8613_01,Earth,False,G/1388/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,,True
1093,1199_01,Earth,False,E/73/P,TRAPPIST-1e,16.0,False,0.0,0.0,752.0,0.0,235.0,Lillen Hubbarnett,False
1094,6742_01,Earth,False,F/1287/S,TRAPPIST-1e,33.0,False,1288.0,2.0,0.0,0.0,1.0,Elanie Talls,True
1095,8673_01,Europa,True,C/285/P,,27.0,False,0.0,0.0,0.0,0.0,0.0,Taurak Pentical,True
1096,8776_01,Earth,False,E/574/S,TRAPPIST-1e,40.0,False,0.0,0.0,286.0,6.0,570.0,Winia Headardyer,True
1097,7242_01,Europa,True,B/273/S,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Errak Reeddommy,True
1098,8442_01,Mars,False,E/540/P,TRAPPIST-1e,32.0,False,857.0,158.0,0.0,33.0,0.0,Dakes Fatte,False
1099,8175_01,Europa,True,C/305/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Terope Geraing,True
1100,7167_01,Europa,False,B/270/S,55 Cancri e,33.0,False,0.0,3676.0,0.0,1743.0,1.0,Dyonif Noxnuther,True
1101,4207_02,Europa,True,B/163/S,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Astonon Perable,True
1102,8610_01,Earth,True,G/1398/P,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,Thondy Mayson,True
1103,1324_03,Earth,True,G/199/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Lewise Gilleyons,True
1104,7803_02,Earth,True,G/1253/P,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Nathy Tranklinay,True
1105,0992_01,Europa,False,D/35/S,TRAPPIST-1e,49.0,False,31.0,2727.0,0.0,184.0,135.0,Zino Kiling,True
1106,7858_01,Earth,False,G/1264/P,TRAPPIST-1e,21.0,False,9.0,0.0,0.0,25.0,811.0,Grette Kramorry,False
1107,0839_01,Europa,False,B/30/S,TRAPPIST-1e,32.0,False,0.0,179.0,0.0,0.0,5152.0,Grumak Pokerheed,False
1108,8892_01,Earth,False,F/1832/P,TRAPPIST-1e,28.0,False,0.0,16.0,496.0,318.0,0.0,Shanya Ricklaney,False
1109,9142_01,Earth,False,F/1873/P,TRAPPIST-1e,18.0,False,83.0,165.0,1.0,0.0,2002.0,Thew Holson,False
1110,0512_01,Europa,False,D/18/S,55 Cancri e,32.0,False,0.0,5755.0,0.0,59.0,122.0,Sadirak Nateansive,True
1111,1631_01,Earth,False,E/118/S,TRAPPIST-1e,61.0,False,1215.0,32.0,0.0,0.0,362.0,Toniel Kennetty,False
1112,6229_01,Mars,True,F/1286/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Nios Perne,True
1113,4115_01,Earth,True,G/679/S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Jenne Wagnerray,False
1114,7200_01,Europa,False,C/264/S,TRAPPIST-1e,37.0,False,300.0,3434.0,0.0,1.0,171.0,Aldah Coustive,True
1115,3280_01,Earth,True,G/534/P,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,Idace Ricks,True
1116,4002_01,Mars,True,E/242/P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Trohs Must,False
1117,6853_01,Europa,False,C/218/P,55 Cancri e,31.0,False,0.0,1604.0,4058.0,4094.0,124.0,Menkaa Cathome,False
1118,8342_03,Europa,False,E/548/S,55 Cancri e,37.0,False,0.0,2215.0,2.0,1294.0,274.0,Aldera Sprender,False
1119,5090_03,,False,G/821/P,PSO J318.5-22,12.0,False,0.0,0.0,0.0,0.0,0.0,Joyton Willy,True
1120,4508_01,Mars,False,F/926/P,55 Cancri e,54.0,False,433.0,0.0,867.0,19.0,1.0,Bants Pepie,False
1121,3713_01,Europa,True,C/133/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Alraida Trattle,True
1122,4001_07,Earth,False,G/659/S,TRAPPIST-1e,3.0,,0.0,0.0,0.0,0.0,0.0,Everly Lowelliott,False
1123,1195_01,Earth,False,F/239/P,55 Cancri e,28.0,False,2.0,558.0,0.0,0.0,0.0,Mael Lancis,True
1124,3742_02,Earth,True,G/607/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Paulia Hickett,True
1125,8956_04,Earth,False,G/1453/P,TRAPPIST-1e,,False,194.0,1.0,10.0,629.0,0.0,Krisa Bonnondry,False
1126,3703_02,Mars,False,F/768/P,TRAPPIST-1e,20.0,False,1377.0,267.0,36.0,0.0,0.0,Shersp Coflé,False
1127,0316_01,Europa,False,B/9/S,TRAPPIST-1e,24.0,False,0.0,2628.0,,170.0,0.0,Hallah Sorbitter,True
1128,7118_01,Earth,False,F/1475/P,PSO J318.5-22,17.0,False,0.0,1381.0,2.0,0.0,0.0,Jimmya Campson,False
1129,2843_01,Mars,False,E/175/P,TRAPPIST-1e,50.0,False,357.0,0.0,657.0,0.0,0.0,Apsps Terte,False
1130,4975_03,Earth,True,G/813/S,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,Celis Wartyson,True
1131,0898_01,Earth,True,G/134/S,TRAPPIST-1e,25.0,,0.0,0.0,0.0,0.0,0.0,Jilla Alldson,False
1132,7498_01,Mars,False,F/1550/P,TRAPPIST-1e,68.0,True,523.0,0.0,859.0,201.0,782.0,Otlios Cola,False
1133,2938_01,Europa,True,C/100/P,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,Taban Aroodint,True
1134,2774_03,Earth,False,F/575/P,TRAPPIST-1e,13.0,False,412.0,4.0,0.0,0.0,551.0,Aleroy Bushins,False
1135,2040_02,Europa,True,B/85/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Alramak Stiven,True
1136,8136_01,Europa,True,C/268/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Alphact Inderad,True
1137,0474_01,Earth,True,G/69/S,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Nicey Chardst,True
1138,8288_01,Mars,False,D/259/P,TRAPPIST-1e,,False,1852.0,0.0,870.0,0.0,7.0,Rooses Sache,False
1139,3872_01,Mars,True,F/799/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Cupers Quart,True
1140,5788_01,Mars,False,F/1105/S,TRAPPIST-1e,27.0,False,850.0,0.0,681.0,1.0,0.0,Ves Birte,True
